Level,Date and Time,Source,Event ID,Task Category
Warning,12-Sep-20 8:33:34 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 and APPID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.GamingApp_2009.1001.4.0_x64__8wekyb3d8bbwe SID (S-1-15-2-1723189366-2159580849-2248400763-1481059666-1951766778-2756563051-3565589001). This security permission can be modified using the Component Services administrative tool."
Warning,12-Sep-20 8:33:24 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 and APPID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.GamingApp_2009.1001.4.0_x64__8wekyb3d8bbwe SID (S-1-15-2-1723189366-2159580849-2248400763-1481059666-1951766778-2756563051-3565589001). This security permission can be modified using the Component Services administrative tool."
Warning,12-Sep-20 8:33:14 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 and APPID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.GamingApp_2009.1001.4.0_x64__8wekyb3d8bbwe SID (S-1-15-2-1723189366-2159580849-2248400763-1481059666-1951766778-2756563051-3565589001). This security permission can be modified using the Component Services administrative tool."
Warning,12-Sep-20 8:33:04 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 and APPID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.GamingApp_2009.1001.4.0_x64__8wekyb3d8bbwe SID (S-1-15-2-1723189366-2159580849-2248400763-1481059666-1951766778-2756563051-3565589001). This security permission can be modified using the Component Services administrative tool."
Warning,12-Sep-20 8:32:54 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 and APPID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.GamingApp_2009.1001.4.0_x64__8wekyb3d8bbwe SID (S-1-15-2-1723189366-2159580849-2248400763-1481059666-1951766778-2756563051-3565589001). This security permission can be modified using the Component Services administrative tool."
Warning,12-Sep-20 8:32:44 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 and APPID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.GamingApp_2009.1001.4.0_x64__8wekyb3d8bbwe SID (S-1-15-2-1723189366-2159580849-2248400763-1481059666-1951766778-2756563051-3565589001). This security permission can be modified using the Component Services administrative tool."
Warning,12-Sep-20 8:32:34 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 and APPID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.GamingApp_2009.1001.4.0_x64__8wekyb3d8bbwe SID (S-1-15-2-1723189366-2159580849-2248400763-1481059666-1951766778-2756563051-3565589001). This security permission can be modified using the Component Services administrative tool."
Warning,12-Sep-20 8:32:24 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 and APPID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.GamingApp_2009.1001.4.0_x64__8wekyb3d8bbwe SID (S-1-15-2-1723189366-2159580849-2248400763-1481059666-1951766778-2756563051-3565589001). This security permission can be modified using the Component Services administrative tool."
Warning,12-Sep-20 8:32:14 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 and APPID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.GamingApp_2009.1001.4.0_x64__8wekyb3d8bbwe SID (S-1-15-2-1723189366-2159580849-2248400763-1481059666-1951766778-2756563051-3565589001). This security permission can be modified using the Component Services administrative tool."
Warning,12-Sep-20 8:32:04 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 and APPID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.GamingApp_2009.1001.4.0_x64__8wekyb3d8bbwe SID (S-1-15-2-1723189366-2159580849-2248400763-1481059666-1951766778-2756563051-3565589001). This security permission can be modified using the Component Services administrative tool."
Warning,12-Sep-20 8:31:54 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 and APPID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.GamingApp_2009.1001.4.0_x64__8wekyb3d8bbwe SID (S-1-15-2-1723189366-2159580849-2248400763-1481059666-1951766778-2756563051-3565589001). This security permission can be modified using the Component Services administrative tool."
Warning,12-Sep-20 8:31:44 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 and APPID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.GamingApp_2009.1001.4.0_x64__8wekyb3d8bbwe SID (S-1-15-2-1723189366-2159580849-2248400763-1481059666-1951766778-2756563051-3565589001). This security permission can be modified using the Component Services administrative tool."
Warning,12-Sep-20 8:31:34 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 and APPID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.GamingApp_2009.1001.4.0_x64__8wekyb3d8bbwe SID (S-1-15-2-1723189366-2159580849-2248400763-1481059666-1951766778-2756563051-3565589001). This security permission can be modified using the Component Services administrative tool."
Warning,12-Sep-20 8:31:24 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 and APPID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.GamingApp_2009.1001.4.0_x64__8wekyb3d8bbwe SID (S-1-15-2-1723189366-2159580849-2248400763-1481059666-1951766778-2756563051-3565589001). This security permission can be modified using the Component Services administrative tool."
Warning,12-Sep-20 8:31:14 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 and APPID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.GamingApp_2009.1001.4.0_x64__8wekyb3d8bbwe SID (S-1-15-2-1723189366-2159580849-2248400763-1481059666-1951766778-2756563051-3565589001). This security permission can be modified using the Component Services administrative tool."
Warning,12-Sep-20 8:31:04 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 and APPID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.GamingApp_2009.1001.4.0_x64__8wekyb3d8bbwe SID (S-1-15-2-1723189366-2159580849-2248400763-1481059666-1951766778-2756563051-3565589001). This security permission can be modified using the Component Services administrative tool."
Warning,12-Sep-20 8:30:54 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 and APPID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.GamingApp_2009.1001.4.0_x64__8wekyb3d8bbwe SID (S-1-15-2-1723189366-2159580849-2248400763-1481059666-1951766778-2756563051-3565589001). This security permission can be modified using the Component Services administrative tool."
Warning,12-Sep-20 8:30:44 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 and APPID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.GamingApp_2009.1001.4.0_x64__8wekyb3d8bbwe SID (S-1-15-2-1723189366-2159580849-2248400763-1481059666-1951766778-2756563051-3565589001). This security permission can be modified using the Component Services administrative tool."
Warning,12-Sep-20 8:30:34 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 and APPID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.GamingApp_2009.1001.4.0_x64__8wekyb3d8bbwe SID (S-1-15-2-1723189366-2159580849-2248400763-1481059666-1951766778-2756563051-3565589001). This security permission can be modified using the Component Services administrative tool."
Warning,12-Sep-20 8:30:24 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 and APPID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.GamingApp_2009.1001.4.0_x64__8wekyb3d8bbwe SID (S-1-15-2-1723189366-2159580849-2248400763-1481059666-1951766778-2756563051-3565589001). This security permission can be modified using the Component Services administrative tool."
Warning,12-Sep-20 8:30:14 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 and APPID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.GamingApp_2009.1001.4.0_x64__8wekyb3d8bbwe SID (S-1-15-2-1723189366-2159580849-2248400763-1481059666-1951766778-2756563051-3565589001). This security permission can be modified using the Component Services administrative tool."
Warning,12-Sep-20 8:30:04 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 and APPID 
{37399C92-DC3F-4B55-AE5B-811EE82398AD}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.GamingApp_2009.1001.4.0_x64__8wekyb3d8bbwe SID (S-1-15-2-1723189366-2159580849-2248400763-1481059666-1951766778-2756563051-3565589001). This security permission can be modified using the Component Services administrative tool."
